Total de minutos ouvidos,Média de minutos por faixa,Faixa mais longa (minutos),Faixa mais curta (minutos),Faixa mais popular,Popularidade da faixa mais popular,Faixa menos popular,Popularidade da faixa menos popular,Popularidade média,Artista mais frequente,Quantidade de faixas desse artista,Número de faixas únicas,Número de artistas únicos,Média de faixas por artista,Comprimento médio do nome das faixas
187.4,3.7,6.1,1.6,"One Of The Girls (with JENNIE, Lily Rose Depp)",94,Idrk,7,60.9,Niall Horan,14,50,19,2.63,15.8
