Total de minutos ouvidos,Média de minutos por faixa,Faixa mais longa (minutos),Faixa mais curta (minutos),Faixa mais popular,Popularidade da faixa mais popular,Faixa menos popular,Popularidade da faixa menos popular,Popularidade média,Artista mais frequente,Quantidade de faixas desse artista,Número de faixas únicas,Número de artistas únicos,Média de faixas por artista,Comprimento médio do nome das faixas
183.0,3.7,5.7,0.7,End of Beginning,92,"BABY, TU...",6,51.1,Fontaines D.C.,7,50,29,1.72,12.4
