Total de minutos ouvidos,Média de minutos por faixa,Faixa mais longa (minutos),Faixa mais curta (minutos),Faixa mais popular,Popularidade da faixa mais popular,Faixa menos popular,Popularidade da faixa menos popular,Popularidade média,Artista mais frequente,Quantidade de faixas desse artista,Número de faixas únicas,Número de artistas únicos,Média de faixas por artista,Comprimento médio do nome das faixas
212.4,4.2,8.6,2.7,In the End,91,Book Of Your Heart,37,69.1,U2,20,50,12,4.17,19.9
