Total de minutos ouvidos,Média de minutos por faixa,Faixa mais longa (minutos),Faixa mais curta (minutos),Faixa mais popular,Popularidade da faixa mais popular,Faixa menos popular,Popularidade da faixa menos popular,Popularidade média,Artista mais frequente,Quantidade de faixas desse artista,Número de faixas únicas,Número de artistas únicos,Média de faixas por artista,Comprimento médio do nome das faixas
169.2,3.4,5.4,2.4,Ohnana,83,Tempo,21,54.0,Plutonio,9,50,32,1.56,11.5
