Total de minutos ouvidos,Média de minutos por faixa,Faixa mais longa (minutos),Faixa mais curta (minutos),Faixa mais popular,Popularidade da faixa mais popular,Faixa menos popular,Popularidade da faixa menos popular,Popularidade média,Artista mais frequente,Quantidade de faixas desse artista,Número de faixas únicas,Número de artistas únicos,Média de faixas por artista,Comprimento médio do nome das faixas
170.5,3.4,5.0,1.6,How You Remind Me,88,Ainda Temos a Lua,3,59.5,Plutonio,8,50,33,1.52,16.1
